Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S002079;28/01/2020;16:30;CALL. RAIMUNDO FERNANDEZ VILLAVERDE;49;TETUÁN;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;DESCONOCIDA;;
2020S002066;28/01/2020;16:00;CALL. LUCHANA;3;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S002066;28/01/2020;16:00;CALL. LUCHANA;3;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S002063;28/01/2020;16:00;CALL. CONDESA VEGA DEL POZO / CALL. VELILLA;-;VICÁLVARO;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S002063;28/01/2020;16:00;CALL. CONDESA VEGA DEL POZO / CALL. VELILLA;-;VICÁLVARO;Caída;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2020S002063;28/01/2020;16:00;CALL. CONDESA VEGA DEL POZO / CALL. VELILLA;-;VICÁLVARO;Caída;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;14
2020S002062;28/01/2020;15:55;CALL. ZURBANO;44;CHAMBERÍ;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S002069;28/01/2020;15:53;AVDA. CIUDAD DE BARCELONA / CALL. ALFONSO XII;-;RETIRO;Colisión fronto-lateral;;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S002069;28/01/2020;15:53;AVDA. CIUDAD DE BARCELONA / CALL. ALFONSO XII;-;RETIRO;Colisión fronto-lateral;;Furgoneta;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S002065;28/01/2020;15:50;PASEO. PRADO / PLAZA. CIBELES;-;RETIRO;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;07
2020S002052;28/01/2020;15:30;CALL. GRAN VIA;36;CENTRO;Atropello a persona;Lluvia débil;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S002052;28/01/2020;15:30;CALL. GRAN VIA;36;CENTRO;Atropello a persona;Lluvia débil;Motocicleta > 125cc;Peatón;DE 55 A 59 AÑOS;Hombre;14
2020S002101;28/01/2020;14:10;ALBERTO AGUILERA;46;CHAMBERÍ;Atropello a persona;Despejado;Otros vehículos con motor;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S002101;28/01/2020;14:10;ALBERTO AGUILERA;46;CHAMBERÍ;Atropello a persona;Despejado;Otros vehículos con motor;Peatón;MAYOR DE 74 AÑOS;Mujer;
2020S002047;28/01/2020;13:45;CRA. SAN JERONIMO;18;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S002047;28/01/2020;13:45;CRA. SAN JERONIMO;18;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2020S002047;28/01/2020;13:45;CRA. SAN JERONIMO;18;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S002059;28/01/2020;13:15;AUTOV. M-30, CALZADA 1 PK 11.300;-;ARGANZUELA;Colisión múltiple;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S002059;28/01/2020;13:15;AUTOV. M-30, CALZADA 1 PK 11.300;-;ARGANZUELA;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S002059;28/01/2020;13:15;AUTOV. M-30, CALZADA 1 PK 11.300;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2020S002059;28/01/2020;13:15;AUTOV. M-30, CALZADA 1 PK 11.300;-;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002046;28/01/2020;13:10;CALL. COSTA RICA;15;CHAMARTÍN;Alcance;Nublado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2020S002046;28/01/2020;13:10;CALL. COSTA RICA;15;CHAMARTÍN;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S002042;28/01/2020;10:00;CALL. SEGOVIA / PASEO. VIRGEN DEL PUERTO;-;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S002042;28/01/2020;10:00;CALL. SEGOVIA / PASEO. VIRGEN DEL PUERTO;-;CENTRO;Colisión lateral;Despejado;Todo terreno;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S002043;28/01/2020;9:55;AVDA. FILIPINAS / CALL. JESUS MAESTRO;-;CHAMBERÍ;Alcance;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S002043;28/01/2020;9:55;AVDA. FILIPINAS / CALL. JESUS MAESTRO;-;CHAMBERÍ;Alcance;;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S002553;28/01/2020;9:00;GTA. MALAGA;11;USERA;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S002553;28/01/2020;9:00;GTA. MALAGA;11;USERA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S002034;28/01/2020;8:15;CALL. SANTA ENGRACIA / CALL. VIRIATO;-;CHAMBERÍ;Atropello a persona;Nublado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;03
2020S002034;28/01/2020;8:15;CALL. SANTA ENGRACIA / CALL. VIRIATO;-;CHAMBERÍ;Atropello a persona;Nublado;Turismo;Peatón;DE 15 A 17 AÑOS;Hombre;03
2020S002036;28/01/2020;7:50;CALL. REPUBLICA ESLOVACA;5;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S002036;28/01/2020;7:50;CALL. REPUBLICA ESLOVACA;5;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S002036;28/01/2020;7:50;CALL. REPUBLICA ESLOVACA;5;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;
2020S002036;28/01/2020;7:50;CALL. REPUBLICA ESLOVACA;5;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;
2020S002036;28/01/2020;7:50;CALL. REPUBLICA ESLOVACA;5;SAN BLAS-CANILLEJAS;Colisión lateral;Nublado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;
2020S002058;28/01/2020;7:40;AUTOV. M-30,TUNEL 15NL42;-;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2020S002058;28/01/2020;7:40;AUTOV. M-30,TUNEL 15NL42;-;ARGANZUELA;Alcance;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S003338;28/01/2020;7:40;CALL. DOCTOR ESQUERDO;6;SALAMANCA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 15 A 17 AÑOS;Hombre;01
2020S002057;28/01/2020;7:30;AUTOV. M-30, CALZADA 1 PK 19.900;-;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S002057;28/01/2020;7:30;AUTOV. M-30, CALZADA 1 PK 19.900;-;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S002057;28/01/2020;7:30;AUTOV. M-30, CALZADA 1 PK 19.900;-;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S002057;28/01/2020;7:30;AUTOV. M-30, CALZADA 1 PK 19.900;-;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S002057;28/01/2020;7:30;AUTOV. M-30, CALZADA 1 PK 19.900;-;MONCLOA-ARAVACA;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;Mujer;14
2020S002029;28/01/2020;3:30;AVDA. MONTECARMELO / CALL. AFUERAS A VALVERDE;-;FUENCARRAL-EL PARDO;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002177;29/01/2020;23:05;PASEO. CASTELLANA;40;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S002177;29/01/2020;23:05;PASEO. CASTELLANA;40;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S002231;29/01/2020;22:15;CALL. MOTILLA DEL PALANCAR;34;HORTALEZA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2020S002231;29/01/2020;22:15;CALL. MOTILLA DEL PALANCAR;34;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002174;29/01/2020;22:00;CALL. ZAFIRO;14;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Tractocamión;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S002173;29/01/2020;21:20;PSAJE. ENRIQUE VELASCO / TRVA. ENRIQUE VELASCO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S002173;29/01/2020;21:20;PSAJE. ENRIQUE VELASCO / TRVA. ENRIQUE VELASCO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S002207;29/01/2020;21:05;CALL. VICTOR ANDRES BELAUNDE;47;CHAMARTÍN;Choque contra obstáculo fijo;;Sin especificar;Conductor;DESCONOCIDA;;
2020S002207;29/01/2020;21:05;CALL. VICTOR ANDRES BELAUNDE;47;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S002226;29/01/2020;20:30;CALL. TUTOR;48;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002226;29/01/2020;20:30;CALL. TUTOR;48;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S002166;29/01/2020;19:48;CALL. CEA BERMUDEZ / CALL. GUZMAN EL BUENO;-;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S002166;29/01/2020;19:48;CALL. CEA BERMUDEZ / CALL. GUZMAN EL BUENO;-;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002165;29/01/2020;19:30;AUTOV. M-30 / CALL. GANDIA;-;RETIRO;Colisión lateral;Se desconoce;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S002165;29/01/2020;19:30;AUTOV. M-30 / CALL. GANDIA;-;RETIRO;Colisión lateral;Se desconoce;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S002168;29/01/2020;19:30;PLAZA. CONDE DE CASAL / CALL. DOCTOR ESQUERDO;-;RETIRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2020S002168;29/01/2020;19:30;PLAZA. CONDE DE CASAL / CALL. DOCTOR ESQUERDO;-;RETIRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S002222;29/01/2020;19:25;AVDA. GALAXIA / CALL. SANTA MARTINA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;;Turismo;Conductor;MAYOR DE 74 AÑOS;Mujer;
2020S002222;29/01/2020;19:25;AVDA. GALAXIA / CALL. SANTA MARTINA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;;Turismo;Pasajero;DE 10 A 14 AÑOS;Hombre;
2020S002222;29/01/2020;19:25;AVDA. GALAXIA / CALL. SANTA MARTINA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;
2020S002222;29/01/2020;19:25;AVDA. GALAXIA / CALL. SANTA MARTINA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;
2020S002222;29/01/2020;19:25;AVDA. GALAXIA / CALL. SANTA MARTINA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;
2020S002222;29/01/2020;19:25;AVDA. GALAXIA / CALL. SANTA MARTINA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;;Turismo;Conductor;DESCONOCIDA;;
2020S002208;29/01/2020;18:50;CALL. JULIO CAMBA;3;SALAMANCA;Alcance;Nublado;Turismo;Conductor;DESCONOCIDA;;
2020S002208;29/01/2020;18:50;CALL. JULIO CAMBA;3;SALAMANCA;Alcance;Nublado;Turismo;Conductor;DESCONOCIDA;;
2020S002172;29/01/2020;18:45;CALL. GOYA / CALL. ALCALA;-;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S002172;29/01/2020;18:45;CALL. GOYA / CALL. ALCALA;-;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;DE 60 A 64 AÑOS;Hombre;
2020S002172;29/01/2020;18:45;CALL. GOYA / CALL. ALCALA;-;SALAMANCA;Colisión fronto-lateral;Nublado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S002160;29/01/2020;18:30;AVDA. LOGROÑO / AUTOV. M-11;-;BARAJAS;Colisión frontal;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S002160;29/01/2020;18:30;AVDA. LOGROÑO / AUTOV. M-11;-;BARAJAS;Colisión frontal;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2020S002218;29/01/2020;17:45;CALL. LUISA MURIEL / CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;-;LATINA;Otro;;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S002209;29/01/2020;17:40;CALL. LUISA MURIEL / CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;-;LATINA;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S002154;29/01/2020;17:35;AVDA. REAL DE PINTO / CALL. ARROYO BUENO;-;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07
2020S002154;29/01/2020;17:35;AVDA. REAL DE PINTO / CALL. ARROYO BUENO;-;VILLAVERDE;Alcance;Despejado;;Conductor;DESCONOCIDA;;
2020S002465;29/01/2020;17:26;CALL. SAMBARA / CALL. GUILLERMO ROVIROSA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S002465;29/01/2020;17:26;CALL. SAMBARA / CALL. GUILLERMO ROVIROSA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S002465;29/01/2020;17:26;CALL. SAMBARA / CALL. GUILLERMO ROVIROSA;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;14
2020S002149;29/01/2020;17:15;CALL. AQUITANIA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S002149;29/01/2020;17:15;CALL. AQUITANIA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peatón;DE 15 A 17 AÑOS;Mujer;01
2020S002149;29/01/2020;17:15;CALL. AQUITANIA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;14
2020S002158;29/01/2020;17:10;AVDA. LAS SUERTES / CALL. FRIDA KAHLO;-;VILLA DE VALLECAS;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002158;29/01/2020;17:10;AVDA. LAS SUERTES / CALL. FRIDA KAHLO;-;VILLA DE VALLECAS;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002475;29/01/2020;16:20;GTA. JUAN DE HARO / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Atropello a persona;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002475;29/01/2020;16:20;GTA. JUAN DE HARO / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Atropello a persona;Despejado;Turismo;Peatón;DE 55 A 59 AÑOS;Hombre;05
2020S002167;29/01/2020;16:00;CALL. JUAN DE LA HOZ / CALL. CARTAGENA;-;SALAMANCA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;01
2020S002143;29/01/2020;15:55;CALL. HERMOSILLA;31;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S002143;29/01/2020;15:55;CALL. HERMOSILLA;31;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;14
2020S002143;29/01/2020;15:55;CALL. HERMOSILLA;31;SALAMANCA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Mujer;06
2020S002306;29/01/2020;15:45;AVDA. PESETA;88;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S002306;29/01/2020;15:45;AVDA. PESETA;88;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;07
2020S002306;29/01/2020;15:45;AVDA. PESETA;88;CARABANCHEL;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S002461;29/01/2020;15:35;CALL. ARTURO SORIA / CALL. JOSEFA VALCARCEL;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2020S002461;29/01/2020;15:35;CALL. ARTURO SORIA / CALL. JOSEFA VALCARCEL;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;14
2020S002461;29/01/2020;15:35;CALL. ARTURO SORIA / CALL. JOSEFA VALCARCEL;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;01
2020S002214;29/01/2020;14:55;CALL. UBEDA / CALL. ISLA DE AROSA;-;FUENCARRAL-EL PARDO;Colisión lateral;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2020S002214;29/01/2020;14:55;CALL. UBEDA / CALL. ISLA DE AROSA;-;FUENCARRAL-EL PARDO;Colisión lateral;Nublado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;14
2020S002214;29/01/2020;14:55;CALL. UBEDA / CALL. ISLA DE AROSA;-;FUENCARRAL-EL PARDO;Colisión lateral;Nublado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;07
2020S002214;29/01/2020;14:55;CALL. UBEDA / CALL. ISLA DE AROSA;-;FUENCARRAL-EL PARDO;Colisión lateral;Nublado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S002214;29/01/2020;14:55;CALL. UBEDA / CALL. ISLA DE AROSA;-;FUENCARRAL-EL PARDO;Colisión lateral;Nublado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;14
2020S002186;29/01/2020;14:26;AUTOV. M-30, KM 9,300 CALZADA 1;-;RETIRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;07
2020S002191;29/01/2020;13:25;AUTOV. M-30, KM 12,500 CALZADA 1;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S002191;29/01/2020;13:25;AUTOV. M-30, KM 12,500 CALZADA 1;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2020S002139;29/01/2020;13:00;CALL. VIA LIMITE / AVDA. ASTURIAS;-;TETUÁN;Atropello a persona;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2020S002139;29/01/2020;13:00;CALL. VIA LIMITE / AVDA. ASTURIAS;-;TETUÁN;Atropello a persona;Despejado;Turismo;Peatón;DESCONOCIDA;;
2020S002132;29/01/2020;12:40;CALL. PINOS BAJA / CALL. PINOS ALTA;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S002132;29/01/2020;12:40;CALL. PINOS BAJA / CALL. PINOS ALTA;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S002133;29/01/2020;12:30;CALL. FOMENTO;24;CENTRO;Colisión lateral;;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S002133;29/01/2020;12:30;CALL. FOMENTO;24;CENTRO;Colisión lateral;;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S002187;29/01/2020;11:50;AUTOV. M-30, KM 6,400 CALZADA 1 CENTRAL;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14
2020S002187;29/01/2020;11:50;AUTOV. M-30, KM 6,400 CALZADA 1 CENTRAL;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;14
2020S002187;29/01/2020;11:50;AUTOV. M-30, KM 6,400 CALZADA 1 CENTRAL;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;06
2020S002187;29/01/2020;11:50;AUTOV. M-30, KM 6,400 CALZADA 1 CENTRAL;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;06
2020S002187;29/01/2020;11:50;AUTOV. M-30, KM 6,400 CALZADA 1 CENTRAL;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;06
2020S002189;29/01/2020;11:45;CALL. SALINAS DE ROSIO;33;BARAJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S002130;29/01/2020;10:55;CALL. EMBALSE DE NAVACERRADA;9;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;02
2020S002129;29/01/2020;9:50;CALL. MASILLA;4;SAN BLAS-CANILLEJAS;Otro;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Mujer;
2020S002129;29/01/2020;9:50;CALL. MASILLA;4;SAN BLAS-CANILLEJAS;Otro;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S002103;29/01/2020;9:30;CALLE MONTE ESQUINZA;18;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S002103;29/01/2020;9:30;CALLE MONTE ESQUINZA;18;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2020S002103;29/01/2020;9:30;CALLE MONTE ESQUINZA;18;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;
2020S002099;29/01/2020;8:30;CALL. CEA BERMUDEZ / CALL. BOIX Y MORER;-;CHAMBERÍ;Colisión fronto-lateral;Nublado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S002099;29/01/2020;8:30;CALL. CEA BERMUDEZ / CALL. BOIX Y MORER;-;CHAMBERÍ;Colisión fronto-lateral;Nublado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S002188;29/01/2020;8:10;AUTOV. M-30, +03100I;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S002188;29/01/2020;8:10;AUTOV. M-30, +03100I;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S002128;29/01/2020;7:30;AVDA. AMERICA / AUTOV. A-2;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S002128;29/01/2020;7:30;AVDA. AMERICA / AUTOV. A-2;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S002102;29/01/2020;7:25;CALL. PAYASO FOFO / AVDA. ALBUFERA;-;PUENTE DE VALLECAS;Colisión frontal;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Mujer;14
2020S002102;29/01/2020;7:25;CALL. PAYASO FOFO / AVDA. ALBUFERA;-;PUENTE DE VALLECAS;Colisión frontal;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S002102;29/01/2020;7:25;CALL. PAYASO FOFO / AVDA. ALBUFERA;-;PUENTE DE VALLECAS;Colisión frontal;Despejado;Motocicleta hasta 125cc;Pasajero;DE 45 A 49 AÑOS;Mujer;02
2020S002097;29/01/2020;6:23;PASEO. SANTA MARIA DE LA CABEZA / CALL. TORRES MIRANDA;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S002095;29/01/2020;2:30;CALL. FERMIN CABALLERO;35;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002095;29/01/2020;2:30;CALL. FERMIN CABALLERO;35;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S002095;29/01/2020;2:30;CALL. FERMIN CABALLERO;35;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2020S003090;30/01/2020;23:53;CALL. ALCALA / PLAZA. MANUEL BECERRA;-;SALAMANCA;Atropello a persona;Despejado;Sin especificar;Conductor;DESCONOCIDA;;
2020S003090;30/01/2020;23:53;CALL. ALCALA / PLAZA. MANUEL BECERRA;-;SALAMANCA;Atropello a persona;Despejado;Sin especificar;Peatón;DE 50 A 54 AÑOS;Hombre;03
2020S002644;30/01/2020;23:20;CALL. VILLACASTIN / CALL. SANCHONUÑO;-;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
